,branchid,branchname,siteid,tenkho,class,invtid,tensanpham,tenspviettat,stkunit,quycachdonggoi,quycachthung,lotsernbr,expdate,sothangconlai,tondau,nhapmuahang,"nhapkhacnhap,chuyen,dieuchinh",xuatban,nhaptra,"xuatkhacxuat,chuyen,dieuchinh",dcbbxuat,dcbbnhap,toncuoi,sltreohoadonao,sltreochuataohoadon,toncuoisosach,giaban,tttoncuoi
431,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH086,Benita,BNT,Hộp,"Mỗi liều 0,05ml chứa  Budesonid 64mcg",(200hộp/thùng),0020122,2024-01-13,,3812.0,0.0,0.0,-212.0,0.0,0.0,0.0,0.0,3600.0,-210.0,0.0,3390.0,0.0,0.0
432,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH087,Meseca,MSC,Hộp,"Mỗi liều 0,05ml chứa  Fluticason propionat 50 mcg",(200hộp/thùng),0111021,2024-10-25,,792.0,0.0,0.0,-106.0,0.0,0.0,0.0,0.0,686.0,-55.0,0.0,631.0,0.0,0.0
433,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH087,Meseca,MSC,Hộp,"Mỗi liều 0,05ml chứa  Fluticason propionat 50 mcg",(200hộp/thùng),0121121,2024-11-29,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0
434,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH088,Metodex sps 5ml,MTD-SPS,Hộp,Mỗi lọ 5ml chứa:  Tobramycin 15mg Dexamethason 5mg,(300hộp/thùng),0020921,2023-09-12,,932.0,0.0,0.0,-610.0,0.0,0.0,0.0,0.0,322.0,-5.0,0.0,317.0,0.0,0.0
435,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH089,Benate fort ointment,BNT-FNM,Hộp,"Clobetasol propionat 0,05%",(400hộp/thùng),0010122,2025-01-16,,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,400.0,0.0,0.0
436,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH089,Benate fort ointment,BNT-FNM,Hộp,"Clobetasol propionat 0,05%",(400hộp/thùng),0020721,2024-07-04,,776.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.0,-10.0,0.0,766.0,0.0,0.0
437,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH091,Syseye 10ml,SSE,Hộp,Mỗi lọ 10ml chứa:  Hydroxypropyl methylcellulose 30mg,(300hộp/thùng),0101221,2023-12-05,,775.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,755.0,-15.0,0.0,740.0,0.0,0.0
438,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH092,Medoral 250ml,MDR,Hộp,Chlorhexidin digluconat 0.2%,(50hộp/thùng),0210222,2024-02-07,,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,-33.0,0.0,0.0,0.0,0.0
439,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH092,Medoral 250ml,MDR,Hộp,Chlorhexidin digluconat 0.2%,(50hộp/thùng),0300222,2024-02-10,,644.0,0.0,0.0,-289.0,0.0,0.0,0.0,0.0,355.0,-355.0,0.0,0.0,0.0,0.0
440,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH092,Medoral 250ml,MDR,Hộp,Chlorhexidin digluconat 0.2%,(50hộp/thùng),0320222,2024-02-12,,0.0,0.0,1000.0,-437.0,0.0,0.0,0.0,0.0,563.0,-561.0,0.0,2.0,0.0,0.0
441,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH093,Efodyl 250mg,EFD250,Hộp,Cefuroxim acetil,(160hộp/thùng),0010521,2024-11-16,,261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0.0,0.0,261.0,0.0,0.0
442,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH095,Metiny 375mg,MTN375,Hộp,Cefaclor (dưới dạng Cefaclor monohydrat 375mg),(160hộp/thùng),0030721,2023-07-11,,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,-35.0,0.0,447.0,0.0,0.0
443,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH096,Efodyl 125mg,EFD125,Hộp,Cefuroxim 125mg,(102hộp/thùng),0040321,2023-09-30,,554.0,0.0,0.0,-36.0,0.0,0.0,0.0,0.0,518.0,-5.0,0.0,513.0,0.0,0.0
444,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH097,Olevid 5ml,OLV,Hộp,Mỗi 1 ml chứa:  Olopatadin (dưới dạng Olopatadin Hydroclorid) 2mg,(300hộp/thùng),0040821,2023-08-01,,307.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,295.0,0.0,0.0,295.0,0.0,0.0
445,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH099,Vedanal Fort,VDNF10,Hộp,"Acid fusidic,Hydrocortison acetat",(400hộp/thùng),0010122,2025-01-12,,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,0.0,0.0,1200.0,0.0,0.0
446,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH099,Vedanal Fort,VDNF10,Hộp,"Acid fusidic,Hydrocortison acetat",(400hộp/thùng),0040721,2024-07-06,,875.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,865.0,-70.0,0.0,795.0,0.0,0.0
447,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH100,Efodyl 250mg (Gói),EFD250G,Hộp,Cefuroxime,(96hộp/thùng),0030421,2023-09-30,,213.0,0.0,0.0,-96.0,0.0,0.0,0.0,0.0,117.0,-2.0,0.0,115.0,0.0,0.0
448,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH101,Vitol 0.18%,VTL18,Hộp,Natri Hyaluronat 18mg,(300hộp/thùng),0020620,2023-06-03,,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,0.0
449,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH101,Vitol 0.18%,VTL18,Hộp,Natri Hyaluronat 18mg,(300hộp/thùng),0030620,2023-06-03,,918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.0,0.0,0.0,918.0,0.0,0.0
450,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH102,Medoral 125ml,MDR125,Hộp,Chlorhexidin digluconat 0.25g,(80hộp/thùng),0010222,2024-02-27,,220.0,0.0,0.0,-33.0,0.0,0.0,0.0,0.0,187.0,-187.0,0.0,0.0,0.0,0.0
451,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH103,Cebest 200mg,CBT200,Hộp,Cefpodoxim (dưới dạng Cefpodoxim Proxetil) 200 mg,(160hộp/thùng),0041121,2024-11-14,,1591.0,0.0,0.0,-15.0,0.0,0.0,0.0,0.0,1576.0,0.0,0.0,1576.0,0.0,0.0
452,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH104,Cebest 100mg,CBT100,Hộp,Cefpodoxim (dưới dạng Cefpodoxim Proxetil) 100 mg,(200hộp/thùng),0010321,2024-03-07,,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,115.0,0.0,0.0
453,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH105,Etobat 10ml,ETB10,Hộp,Mỗi 10 ml chứa: Docusat natri 50mg,(300hộp/thùng),0021121,2023-11-10,,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,0.0,0.0,479.0,0.0,0.0
454,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH106,Cebest 100 Gói,CBT100G,Hộp,Mỗi 3g chứa: Cefpodoxim (dưới dạng Cefpodoxim proxetil) 100mg,(96hộp/thùng),0070621,2023-12-07,,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,184.0,0.0,0.0
455,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH107,Stomex,STO20MR,Hộp,Omeprazole (dưới dạng vi hạt bao tan trong ruột) 20 mg,(180hộp/thùng),81002,2024-10-27,,2161.0,0.0,0.0,-187.0,0.0,0.0,0.0,0.0,1974.0,-5.0,0.0,1969.0,0.0,0.0
456,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH108,Meseca Fort,MSCF,Hộp,"Mỗi liều 0,137 ml chứa; Azelastin hydroclorid 0,137 mg; Fluticason propionat 0,05 mg",(200hộp/thùng),0061021,2023-10-24,,801.0,0.0,0.0,-76.0,0.0,0.0,0.0,0.0,725.0,-87.0,0.0,638.0,0.0,0.0
457,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH108,Meseca Fort,MSCF,Hộp,"Mỗi liều 0,137 ml chứa; Azelastin hydroclorid 0,137 mg; Fluticason propionat 0,05 mg",(200hộp/thùng),0071221,2023-12-23,,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,0.0,0.0,800.0,0.0,0.0
458,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH109,Cebest 50 Gói,CBT50G,Hộp,"Mỗi 1,5 g chứa: Cefpodoxim (dưới dạng Cefpodoxim proxetil) 50mg",(102hộp/thùng),0040521,2023-11-04,,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,-10.0,0.0,687.0,0.0,0.0
459,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH111,Aquima,AQM10,Hộp,(20gói/hộp),(50hộp/thùng),0010122,2025-01-17,,1983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983.0,0.0,0.0,1983.0,0.0,0.0
460,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH111,Aquima,AQM10,Hộp,(20gói/hộp),(50hộp/thùng),0020122,2025-01-17,,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,0.0,0.0,750.0,0.0,0.0
461,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH111,Aquima,AQM10,Hộp,(20gói/hộp),(50hộp/thùng),1061221,2024-12-08,,457.0,0.0,0.0,-62.0,0.0,0.0,0.0,0.0,395.0,-27.0,0.0,368.0,0.0,0.0
462,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH113,Scofi 10ml,SCF10,Hộp,Mỗi 10 ml hỗn dịch chứa; Neomycin sulfat 35.000IU; Polymycin B sulfat 60.000IU; Dexamethason 10mg,(300hộp/thùng),0020122,2024-07-21,,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,1500.0,0.0,0.0
463,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH113,Scofi 10ml,SCF10,Hộp,Mỗi 10 ml hỗn dịch chứa; Neomycin sulfat 35.000IU; Polymycin B sulfat 60.000IU; Dexamethason 10mg,(300hộp/thùng),0121121,2024-05-10,,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,-100.0,0.0,198.0,0.0,0.0
464,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH114,Fiora,FOR,Hộp,"Mỗi viên chứa; Sắt Hydroxyd polymaltose complex 178,5mg; Acid folic 0,175mg; Pyridoxin HCl 1mg",(240hộp/thùng),20003,2023-05-29,,445.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.0,-5.0,0.0,440.0,0.0,0.0
465,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH115,Ebysta 10ml gói,EBS10,Hộp,Mỗi 10 ml hỗn dịch chứa; Sodium alginate 500mg; Calcium Carbonate 160mg; Sodium bicarbonate 267mg,(60hộp/thùng),0010122,2024-01-02,,495.0,0.0,0.0,-59.0,0.0,0.0,0.0,0.0,436.0,-109.0,0.0,327.0,0.0,0.0
466,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH115,Ebysta 10ml gói,EBS10,Hộp,Mỗi 10 ml hỗn dịch chứa; Sodium alginate 500mg; Calcium Carbonate 160mg; Sodium bicarbonate 267mg,(60hộp/thùng),0020122,2024-01-03,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0
467,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH115,Ebysta 10ml gói,EBS10,Hộp,Mỗi 10 ml hỗn dịch chứa; Sodium alginate 500mg; Calcium Carbonate 160mg; Sodium bicarbonate 267mg,(60hộp/thùng),0030122,2024-01-04,,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0
468,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH115,Ebysta 10ml gói,EBS10,Hộp,Mỗi 10 ml hỗn dịch chứa; Sodium alginate 500mg; Calcium Carbonate 160mg; Sodium bicarbonate 267mg,(60hộp/thùng),0080222,2024-02-14,,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,300.0,0.0,0.0
469,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH116,Mepatyl,MPTL,Hộp,"Mỗi Lọ 10 ml chứa; Acid acetic 0,208g",(216hộp/thùng),0010222,2024-02-14,,13.0,0.0,0.0,-10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,45000.0,135000.0
470,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH119,Pemolip 50 cốm,PML50,Hộp,Mỗi 2 gam cốm chứa; Cefditoren (dưới dạng Cefditoren Pivoxil) 50mg,(102hộp/thùng),0030720,2023-01-22,10,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.0,0.0,196.0,0.0,0.0
471,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH120,Kofio,KFO,Hộp,"Estriol 0,5mg",(100hộp/thùng),010820,2023-08-01,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0
472,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH121,Medoral không cồn 250 ml,MDR250TBYT,Hộp,Đang cập nhật,(50hộp/thùng),0020721,2023-07-20,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0
473,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH122,Metodex SPS 7ml,MTD-SPS7,Hộp,Đang cập nhật,(300hộp/thùng),0010122,2024-01-09,,1162.0,0.0,0.0,-700.0,0.0,0.0,0.0,0.0,462.0,0.0,0.0,462.0,0.0,0.0
474,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH123,Navaldo,NVD5,Hộp,Mỗi 5 ml chứa; Fluorometholon acetat 5mg,(300hộp/thùng),0011220,2022-12-18,9,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,99.0,0.0,0.0
475,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH124,Amfortgel,AFG10,Hộp,Hộp 20 gói x 10 ml,(60hộp/thùng),0010521,2024-05-19,,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,117.0,0.0,0.0
476,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,EH125,Ferritox,,Hộp,Hộp 03 vỉ x 10 viên,(240hộp/thùng),81002,2024-06-25,,1202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1202.0,-5.0,0.0,1197.0,0.0,0.0
477,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,OH016,Sathom 10g,SATH AD,Hộp,Sorbitol + Natri citrat,(30hộp/thùng),0041221,2024-12-19,,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,110.0,0.0,0.0
478,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,OH023,Metobra 5ml,MTR,Hộp,Tobramycin 15mg/5ml,(300hộp/thùng),0050821,2023-08-09,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-10.0,0.0,0.0,0.0,0.0
479,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,OH023,Metobra 5ml,MTR,Hộp,Tobramycin 15mg/5ml,(300hộp/thùng),0061021,2023-10-03,,1189.0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,1159.0,-11.0,0.0,1148.0,0.0,0.0
480,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,OH031,"OSLA15ml, Việt Nam",OS15,Hộp,Natri clorid,(300hộp/thùng),1271121,2023-10-31,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0
481,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,OH031,"OSLA15ml, Việt Nam",OS15,Hộp,Natri clorid,(300hộp/thùng),1351121,2023-11-15,,361.0,0.0,0.0,-14.0,0.0,0.0,0.0,0.0,347.0,-347.0,0.0,0.0,0.0,0.0
482,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,OH031,"OSLA15ml, Việt Nam",OS15,Hộp,Natri clorid,(300hộp/thùng),1361121,2023-11-21,,8525.0,0.0,0.0,-342.0,0.0,0.0,0.0,0.0,8183.0,-737.0,0.0,7446.0,0.0,0.0
483,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,OH031,"OSLA15ml, Việt Nam",OS15,Hộp,Natri clorid,(300hộp/thùng),1481221,2023-12-19,,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,0.0,0.0,15000.0,0.0,0.0
484,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,OH031,"OSLA15ml, Việt Nam",OS15,Hộp,Natri clorid,(300hộp/thùng),1501221,2023-12-20,,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,6000.0,0.0,0.0
485,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,OH043,OSLA Baby 10ml,OSBB,Hộp,Natri clorid,(300hộp/thùng),0020621,2023-06-15,,1230.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1230.0,0.0,0.0,1230.0,0.0,0.0
486,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,OH044,Mepoly 10ml,MPL,Hộp,Neomycin+  Polymycin B Sulfat+ Dexammethason,(300hộp/thùng),0010122,2025-01-03,,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,1500.0,0.0,0.0
487,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,OH044,Mepoly 10ml,MPL,Hộp,Neomycin+  Polymycin B Sulfat+ Dexammethason,(300hộp/thùng),0171221,2024-12-05,,387.0,0.0,0.0,-90.0,0.0,0.0,0.0,0.0,297.0,-5.0,-22.0,270.0,0.0,0.0
488,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,OH044,Mepoly 10ml,MPL,Hộp,Neomycin+  Polymycin B Sulfat+ Dexammethason,(300hộp/thùng),0181221,2024-12-22,,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,0.0,0.0,900.0,0.0,0.0
489,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,OH045,Melevo 5ml,MLVO,Hộp,Levofloxacin,(300hộp/thùng),0010721,2024-07-01,,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0,0.0,0.0,1170.0,0.0,0.0
490,MR0013,CÔNG TY CỔ PHẦN DƯỢC PHA NAM - CHI NHÁNH ĐÀ NẴNG,WH0098,Kho bán hàng Chi nhánh Đà Nẵng,Sản Phẩm Bán,OH047,Merika Fort,MRKF,Hộp,Bacillus subtilis  +  Lactobacillus acidophilus,(100hộp/thùng),010222,2024-02-10,,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0.0,200.0,0.0,0.0
