masanpham,tensanpham,donvi,chinhanh,songaynhan,tonao,tonhangdiduong,toncn,tonhcm,tonmerap,tonvime
EH116,Mepatyl,HOP,KH,5.0,-24.0,0.0,238.0,0.0,0.0,0.0
EH116,Mepatyl,HOP,NA,2.0,0.0,0.0,376.0,0.0,0.0,0.0
EH117,Vitol 12ml,HOP,CT,7.0,0.0,480.0,105.0,90.0,0.0,0.0
EH117,Vitol 12ml,HOP,DNAI,6.0,0.0,0.0,1920.0,1278.0,0.0,0.0
EH117,Vitol 12ml,HOP,DNANG,5.0,-500.0,0.0,457.0,2650.0,0.0,0.0
EH117,Vitol 12ml,HOP,HCM,6.0,0.0,0.0,5465.0,0.0,0.0,0.0
EH117,Vitol 12ml,HOP,HN,1.0,0.0,0.0,499.0,972.0,0.0,0.0
EH117,Vitol 12ml,HOP,KH,5.0,0.0,0.0,1218.0,130.0,0.0,0.0
EH117,Vitol 12ml,HOP,NA,2.0,0.0,0.0,10.0,790.0,0.0,0.0
EH118,Pemolip 30 cốm,HOP,DNAI,6.0,0.0,0.0,3.0,0.0,0.0,0.0
EH118,Pemolip 30 cốm,HOP,NA,2.0,0.0,0.0,5.0,0.0,0.0,0.0
EH119,Pemolip 50 cốm,HOP,CT,7.0,0.0,0.0,136.0,0.0,0.0,0.0
EH119,Pemolip 50 cốm,HOP,DNAI,6.0,0.0,0.0,386.0,0.0,0.0,0.0
EH119,Pemolip 50 cốm,HOP,DNANG,5.0,0.0,0.0,196.0,0.0,0.0,0.0
EH119,Pemolip 50 cốm,HOP,HCM,6.0,0.0,0.0,1050.0,0.0,0.0,0.0
EH119,Pemolip 50 cốm,HOP,HN,1.0,0.0,0.0,171.0,0.0,0.0,0.0
EH119,Pemolip 50 cốm,HOP,KH,5.0,0.0,0.0,58.0,0.0,0.0,0.0
EH119,Pemolip 50 cốm,HOP,NA,2.0,0.0,100.0,4.0,0.0,0.0,0.0
EH120,Kofio,HOP,CT,7.0,-10.0,200.0,35.0,10.0,0.0,0.0
EH120,Kofio,HOP,DNAI,6.0,0.0,0.0,556.0,1166.0,0.0,0.0
EH120,Kofio,HOP,DNANG,5.0,0.0,0.0,8.0,164.0,0.0,0.0
EH120,Kofio,HOP,HCM,6.0,0.0,0.0,686.0,0.0,0.0,0.0
EH120,Kofio,HOP,HN,1.0,0.0,0.0,34.0,36.0,0.0,0.0
EH120,Kofio,HOP,KH,5.0,0.0,0.0,13.0,90.0,0.0,0.0
EH120,Kofio,HOP,NA,2.0,0.0,0.0,28.0,200.0,0.0,0.0
EH121,Medoral không cồn 250 ml,HOP,DNANG,5.0,0.0,0.0,6.0,0.0,0.0,0.0
EH121,Medoral không cồn 250 ml,HOP,HCM,6.0,0.0,0.0,5.0,0.0,0.0,0.0
EH121,Medoral không cồn 250 ml,HOP,NA,2.0,0.0,0.0,2.0,0.0,0.0,0.0
EH122,Metodex SPS 7ml,HOP,CT,7.0,0.0,0.0,33.0,190.0,0.0,0.0
EH122,Metodex SPS 7ml,HOP,DNAI,6.0,0.0,0.0,1488.0,1013.0,0.0,0.0
EH122,Metodex SPS 7ml,HOP,DNANG,5.0,0.0,0.0,462.0,533.0,0.0,0.0
EH122,Metodex SPS 7ml,HOP,HCM,6.0,0.0,0.0,3398.0,0.0,0.0,0.0
EH122,Metodex SPS 7ml,HOP,HN,1.0,0.0,30.0,316.0,371.0,0.0,0.0
EH122,Metodex SPS 7ml,HOP,KH,5.0,0.0,0.0,298.0,400.0,0.0,0.0
EH122,Metodex SPS 7ml,HOP,NA,2.0,0.0,0.0,0.0,0.0,0.0,0.0
EH123,Navaldo,HOP,CT,7.0,0.0,300.0,0.0,0.0,0.0,0.0
EH123,Navaldo,HOP,DNAI,6.0,0.0,0.0,205.0,50.0,0.0,0.0
EH123,Navaldo,HOP,DNANG,5.0,0.0,0.0,99.0,230.0,0.0,0.0
EH123,Navaldo,HOP,HCM,6.0,0.0,0.0,463.0,0.0,0.0,0.0
EH123,Navaldo,HOP,HN,1.0,0.0,0.0,263.0,0.0,0.0,0.0
EH123,Navaldo,HOP,KH,5.0,-25.0,0.0,475.0,380.0,0.0,0.0
EH123,Navaldo,HOP,NA,2.0,0.0,0.0,223.0,0.0,0.0,0.0
EH124,Amfortgel,HOP,CT,7.0,-7.0,0.0,196.0,0.0,0.0,0.0
EH124,Amfortgel,HOP,DNAI,6.0,-10.0,0.0,574.0,435.0,0.0,0.0
EH124,Amfortgel,HOP,DNANG,5.0,0.0,300.0,117.0,240.0,0.0,0.0
EH124,Amfortgel,HOP,HCM,6.0,0.0,3000.0,1366.0,0.0,0.0,0.0
EH124,Amfortgel,HOP,HN,1.0,0.0,0.0,160.0,0.0,0.0,0.0
EH124,Amfortgel,HOP,KH,5.0,0.0,0.0,181.0,240.0,0.0,0.0
EH124,Amfortgel,HOP,NA,2.0,0.0,0.0,30.0,0.0,0.0,0.0
EH125,Ferritox,HOP,CT,7.0,-30.0,0.0,64.0,15.0,0.0,0.0
EH125,Ferritox,HOP,DNAI,6.0,0.0,0.0,826.0,0.0,0.0,0.0
EH125,Ferritox,HOP,DNANG,5.0,-5.0,0.0,1202.0,0.0,0.0,0.0
EH125,Ferritox,HOP,HCM,6.0,-5.0,0.0,1366.0,0.0,0.0,0.0
EH125,Ferritox,HOP,HN,1.0,0.0,0.0,136.0,0.0,0.0,0.0
EH125,Ferritox,HOP,KH,5.0,0.0,0.0,374.0,0.0,0.0,0.0
EH125,Ferritox,HOP,NA,2.0,0.0,0.0,134.0,0.0,0.0,0.0
OH016,Sathom 10g,HOP,CT,7.0,0.0,0.0,193.0,0.0,0.0,0.0
OH016,Sathom 10g,HOP,DNAI,6.0,0.0,120.0,196.0,90.0,0.0,0.0
OH016,Sathom 10g,HOP,DNANG,5.0,0.0,0.0,105.0,62.0,0.0,0.0
OH016,Sathom 10g,HOP,HCM,6.0,0.0,0.0,547.0,0.0,0.0,0.0
OH016,Sathom 10g,HOP,HN,1.0,0.0,0.0,71.0,0.0,0.0,0.0
OH016,Sathom 10g,HOP,KH,5.0,0.0,60.0,89.0,20.0,0.0,0.0
OH016,Sathom 10g,HOP,NA,2.0,0.0,0.0,37.0,0.0,0.0,0.0
OH023,Metobra 5ml,HOP,CT,7.0,-110.0,900.0,907.0,0.0,0.0,0.0
OH023,Metobra 5ml,HOP,DNAI,6.0,-88.0,1500.0,1510.0,140.0,0.0,0.0
OH023,Metobra 5ml,HOP,DNANG,5.0,-15.0,0.0,1143.0,0.0,0.0,0.0
OH023,Metobra 5ml,HOP,HCM,6.0,-40.0,0.0,13110.0,0.0,0.0,0.0
OH023,Metobra 5ml,HOP,HN,1.0,0.0,0.0,1226.0,90.0,0.0,0.0
OH023,Metobra 5ml,HOP,KH,5.0,-40.0,0.0,1169.0,0.0,0.0,0.0
OH023,Metobra 5ml,HOP,NA,2.0,-10.0,0.0,758.0,0.0,0.0,0.0
OH031,"OSLA15ml, Việt Nam",HOP,CT,7.0,-1123.0,39139.0,18155.0,0.0,0.0,0.0
OH031,"OSLA15ml, Việt Nam",HOP,DNAI,6.0,-2678.0,9000.0,20316.0,60.0,0.0,0.0
OH031,"OSLA15ml, Việt Nam",HOP,DNANG,5.0,-863.0,0.0,27758.0,0.0,0.0,0.0
OH031,"OSLA15ml, Việt Nam",HOP,HCM,6.0,-1844.0,66286.0,47206.0,0.0,0.0,0.0
OH031,"OSLA15ml, Việt Nam",HOP,HN,1.0,-3338.0,0.0,10543.0,223.0,0.0,0.0
OH031,"OSLA15ml, Việt Nam",HOP,KH,5.0,-641.0,0.0,23941.0,0.0,0.0,0.0
OH031,"OSLA15ml, Việt Nam",HOP,NA,2.0,-82.0,0.0,10669.0,0.0,0.0,0.0
OH043,OSLA Baby 10ml,HOP,CT,7.0,-25.0,0.0,709.0,0.0,0.0,0.0
OH043,OSLA Baby 10ml,HOP,DNAI,6.0,-16.0,0.0,1537.0,50.0,0.0,0.0
OH043,OSLA Baby 10ml,HOP,DNANG,5.0,0.0,0.0,1230.0,0.0,0.0,0.0
OH043,OSLA Baby 10ml,HOP,HCM,6.0,0.0,0.0,1651.0,0.0,0.0,0.0
OH043,OSLA Baby 10ml,HOP,HN,1.0,-10.0,0.0,306.0,8.0,0.0,0.0
OH043,OSLA Baby 10ml,HOP,KH,5.0,0.0,0.0,968.0,0.0,0.0,0.0
OH043,OSLA Baby 10ml,HOP,NA,2.0,0.0,0.0,767.0,0.0,0.0,0.0
OH044,Mepoly 10ml,HOP,CT,7.0,-15.0,1500.0,564.0,250.0,0.0,0.0
OH044,Mepoly 10ml,HOP,DNAI,6.0,-85.0,0.0,1430.0,1310.0,0.0,0.0
OH044,Mepoly 10ml,HOP,DNANG,5.0,-46.0,0.0,2637.0,8.0,0.0,0.0
OH044,Mepoly 10ml,HOP,HCM,6.0,-241.0,0.0,8376.0,0.0,0.0,0.0
OH044,Mepoly 10ml,HOP,HN,1.0,-118.0,0.0,3389.0,1737.0,0.0,0.0
OH044,Mepoly 10ml,HOP,KH,5.0,-40.0,0.0,315.0,2994.0,0.0,0.0
OH044,Mepoly 10ml,HOP,NA,2.0,0.0,0.0,2159.0,2870.0,0.0,0.0
OH045,Melevo 5ml,HOP,CT,7.0,-26.0,600.0,214.0,0.0,0.0,0.0
OH045,Melevo 5ml,HOP,DNAI,6.0,0.0,0.0,1060.0,0.0,0.0,0.0
OH045,Melevo 5ml,HOP,DNANG,5.0,0.0,0.0,1165.0,0.0,0.0,0.0
OH045,Melevo 5ml,HOP,HCM,6.0,-22.0,0.0,1574.0,0.0,0.0,0.0
OH045,Melevo 5ml,HOP,HN,1.0,-14.0,0.0,318.0,0.0,0.0,0.0
OH045,Melevo 5ml,HOP,KH,5.0,0.0,0.0,410.0,0.0,0.0,0.0
OH045,Melevo 5ml,HOP,NA,2.0,0.0,0.0,697.0,0.0,0.0,0.0
OH047,Merika Fort,HOP,CT,7.0,0.0,0.0,521.0,0.0,0.0,0.0
OH047,Merika Fort,HOP,DNAI,6.0,-11.0,0.0,1419.0,50.0,0.0,0.0
OH047,Merika Fort,HOP,DNANG,5.0,-17.0,0.0,211.0,0.0,0.0,0.0
OH047,Merika Fort,HOP,HCM,6.0,-266.0,0.0,8356.0,0.0,0.0,0.0
OH047,Merika Fort,HOP,HN,1.0,0.0,0.0,1022.0,0.0,0.0,0.0
OH047,Merika Fort,HOP,KH,5.0,-17.0,0.0,1079.0,0.0,0.0,0.0
OH047,Merika Fort,HOP,NA,2.0,0.0,0.0,410.0,0.0,0.0,0.0
OH049,Xisat 15ml,HOP,CT,7.0,-30.0,0.0,3136.0,0.0,0.0,0.0
OH049,Xisat 15ml,HOP,DNAI,6.0,-10.0,0.0,2860.0,0.0,0.0,0.0
OH049,Xisat 15ml,HOP,DNANG,5.0,0.0,0.0,1659.0,0.0,0.0,0.0
OH049,Xisat 15ml,HOP,HCM,6.0,-92.0,0.0,6355.0,0.0,0.0,0.0
OH049,Xisat 15ml,HOP,HN,1.0,-70.0,0.0,1110.0,10.0,0.0,0.0
OH049,Xisat 15ml,HOP,KH,5.0,-30.0,0.0,1019.0,0.0,0.0,0.0
OH049,Xisat 15ml,HOP,NA,2.0,0.0,0.0,1933.0,0.0,0.0,0.0
OH050,Xisat Viêm Mũi 75ml,HOP,CT,7.0,-15.0,0.0,16.0,0.0,0.0,0.0
OH050,Xisat Viêm Mũi 75ml,HOP,DNAI,6.0,-65.0,0.0,1152.0,574.0,0.0,0.0
OH050,Xisat Viêm Mũi 75ml,HOP,DNANG,5.0,0.0,0.0,631.0,0.0,0.0,0.0
OH050,Xisat Viêm Mũi 75ml,HOP,HCM,6.0,0.0,0.0,4508.0,0.0,0.0,0.0
OH050,Xisat Viêm Mũi 75ml,HOP,HN,1.0,-351.0,0.0,771.0,0.0,0.0,0.0
OH050,Xisat Viêm Mũi 75ml,HOP,KH,5.0,-35.0,0.0,35.0,0.0,0.0,0.0
OH050,Xisat Viêm Mũi 75ml,HOP,NA,2.0,0.0,0.0,684.0,0.0,0.0,0.0
OH051,Xisat Hàng Ngày 75ml (Xanh),HOP,CT,7.0,-65.0,18400.0,75.0,40.0,0.0,0.0
OH051,Xisat Hàng Ngày 75ml (Xanh),HOP,DNAI,6.0,-801.0,33708.0,1401.0,0.0,0.0,0.0
OH051,Xisat Hàng Ngày 75ml (Xanh),HOP,DNANG,5.0,-2650.0,15300.0,4931.0,0.0,0.0,0.0
OH051,Xisat Hàng Ngày 75ml (Xanh),HOP,HCM,6.0,-6513.0,16000.0,16407.0,0.0,0.0,0.0
OH051,Xisat Hàng Ngày 75ml (Xanh),HOP,HN,1.0,-15509.0,0.0,16621.0,0.0,0.0,0.0
OH051,Xisat Hàng Ngày 75ml (Xanh),HOP,KH,5.0,-806.0,10000.0,819.0,0.0,0.0,0.0
OH051,Xisat Hàng Ngày 75ml (Xanh),HOP,NA,2.0,0.0,0.0,410.0,0.0,0.0,0.0
OH052,Xisat Hàng Ngày 75ml (Hồng),HOP,CT,7.0,-132.0,0.0,132.0,0.0,0.0,0.0
OH052,Xisat Hàng Ngày 75ml (Hồng),HOP,DNAI,6.0,-75.0,0.0,76.0,467.0,0.0,0.0
OH052,Xisat Hàng Ngày 75ml (Hồng),HOP,DNANG,5.0,-20.0,13400.0,902.0,0.0,0.0,0.0
OH052,Xisat Hàng Ngày 75ml (Hồng),HOP,HCM,6.0,0.0,0.0,647.0,0.0,0.0,0.0
OH052,Xisat Hàng Ngày 75ml (Hồng),HOP,HN,1.0,-3333.0,0.0,10523.0,50.0,0.0,0.0
OH052,Xisat Hàng Ngày 75ml (Hồng),HOP,KH,5.0,-1448.0,5000.0,1450.0,0.0,0.0,0.0
OH052,Xisat Hàng Ngày 75ml (Hồng),HOP,NA,2.0,-30.0,0.0,621.0,0.0,0.0,0.0
OH053,Xypenat 75ml,HOP,CT,7.0,-23.0,0.0,467.0,40.0,0.0,0.0
OH053,Xypenat 75ml,HOP,DNAI,6.0,0.0,0.0,4.0,0.0,0.0,0.0
OH053,Xypenat 75ml,HOP,DNANG,5.0,0.0,0.0,1.0,0.0,0.0,0.0
OH053,Xypenat 75ml,HOP,HCM,6.0,0.0,0.0,64.0,0.0,0.0,0.0
OH053,Xypenat 75ml,HOP,HN,1.0,0.0,0.0,9.0,14.0,0.0,0.0
OH053,Xypenat 75ml,HOP,NA,2.0,-30.0,0.0,82.0,0.0,0.0,0.0
OH056,Xypenat 30,HOP,CT,7.0,-2.0,2000.0,307.0,0.0,0.0,0.0
OH056,Xypenat 30,HOP,DNAI,6.0,-232.0,2400.0,298.0,0.0,0.0,0.0
OH056,Xypenat 30,HOP,DNANG,5.0,-90.0,1000.0,648.0,0.0,0.0,0.0
OH056,Xypenat 30,HOP,HCM,6.0,0.0,3000.0,2.0,0.0,0.0,0.0
OH056,Xypenat 30,HOP,HN,1.0,-242.0,0.0,1103.0,24.0,0.0,0.0
OH056,Xypenat 30,HOP,KH,5.0,-11.0,800.0,18.0,0.0,0.0,0.0
OH056,Xypenat 30,HOP,NA,2.0,-10.0,0.0,645.0,0.0,0.0,0.0
OH057,Benate 5g,HOP,CT,7.0,-119.0,0.0,1398.0,0.0,0.0,0.0
OH057,Benate 5g,HOP,DNAI,6.0,0.0,500.0,682.0,0.0,0.0,0.0
OH057,Benate 5g,HOP,DNANG,5.0,-85.0,0.0,1109.0,0.0,0.0,0.0
OH057,Benate 5g,HOP,HCM,6.0,-85.0,0.0,3810.0,0.0,0.0,0.0
OH057,Benate 5g,HOP,HN,1.0,-51.0,0.0,849.0,0.0,0.0,0.0
OH057,Benate 5g,HOP,KH,5.0,-102.0,0.0,1315.0,0.0,0.0,0.0
OH057,Benate 5g,HOP,NA,2.0,0.0,0.0,367.0,0.0,0.0,0.0
OH059,OSLA Redi 15ml,HOP,CT,7.0,-90.0,900.0,888.0,0.0,0.0,0.0
OH059,OSLA Redi 15ml,HOP,DNAI,6.0,-16.0,600.0,759.0,0.0,0.0,0.0
OH059,OSLA Redi 15ml,HOP,DNANG,5.0,0.0,0.0,921.0,0.0,0.0,0.0
OH059,OSLA Redi 15ml,HOP,HCM,6.0,-20.0,0.0,3014.0,0.0,0.0,0.0
OH059,OSLA Redi 15ml,HOP,HN,1.0,-10.0,0.0,544.0,0.0,0.0,0.0
OH059,OSLA Redi 15ml,HOP,KH,5.0,-10.0,0.0,500.0,40.0,0.0,0.0
OH059,OSLA Redi 15ml,HOP,NA,2.0,-20.0,0.0,244.0,0.0,0.0,0.0
OH071,Sirnakarang F,HOP,CT,7.0,0.0,0.0,160.0,0.0,0.0,0.0
OH071,Sirnakarang F,HOP,DNAI,6.0,0.0,0.0,263.0,0.0,0.0,0.0
OH071,Sirnakarang F,HOP,DNANG,5.0,0.0,0.0,133.0,0.0,0.0,0.0
OH071,Sirnakarang F,HOP,HCM,6.0,0.0,0.0,369.0,0.0,0.0,0.0
OH071,Sirnakarang F,HOP,HN,1.0,-32.0,0.0,1587.0,0.0,0.0,0.0
OH071,Sirnakarang F,HOP,KH,5.0,0.0,0.0,432.0,0.0,0.0,0.0
OH071,Sirnakarang F,HOP,NA,2.0,0.0,0.0,326.0,0.0,0.0,0.0
OH072,Osla Online,HOP,DNANG,5.0,0.0,0.0,39.0,0.0,0.0,0.0
OH072,Osla Online,HOP,NA,2.0,0.0,0.0,4.0,0.0,0.0,0.0
OH073,Xypenat trẻ em 30ml,HOP,CT,7.0,-12.0,0.0,251.0,0.0,0.0,0.0
OH073,Xypenat trẻ em 30ml,HOP,DNAI,6.0,-20.0,0.0,1214.0,0.0,0.0,0.0
OH073,Xypenat trẻ em 30ml,HOP,DNANG,5.0,-60.0,0.0,866.0,0.0,0.0,0.0
OH073,Xypenat trẻ em 30ml,HOP,HCM,6.0,-15.0,0.0,1049.0,0.0,0.0,0.0
OH073,Xypenat trẻ em 30ml,HOP,HN,1.0,-215.0,0.0,1689.0,1.0,0.0,0.0
OH073,Xypenat trẻ em 30ml,HOP,KH,5.0,-22.0,0.0,116.0,0.0,0.0,0.0
OH073,Xypenat trẻ em 30ml,HOP,NA,2.0,0.0,0.0,733.0,0.0,0.0,0.0
OH074,Shema lá đôi (Hồng - 100 ml),HOP,CT,7.0,-48.0,960.0,775.0,0.0,0.0,0.0
OH074,Shema lá đôi (Hồng - 100 ml),HOP,DNAI,6.0,-42.0,0.0,3318.0,192.0,0.0,0.0
OH074,Shema lá đôi (Hồng - 100 ml),HOP,DNANG,5.0,-37.0,0.0,1651.0,0.0,0.0,0.0
OH074,Shema lá đôi (Hồng - 100 ml),HOP,HCM,6.0,-414.0,0.0,4898.0,0.0,0.0,0.0
OH074,Shema lá đôi (Hồng - 100 ml),HOP,HN,1.0,-20.0,0.0,366.0,0.0,0.0,0.0
OH074,Shema lá đôi (Hồng - 100 ml),HOP,KH,5.0,-6.0,0.0,1408.0,0.0,0.0,0.0
OH074,Shema lá đôi (Hồng - 100 ml),HOP,NA,2.0,0.0,0.0,254.0,0.0,0.0,0.0
OH075,Shema lá đôi (Xanh - 100 ml),HOP,CT,7.0,-48.0,0.0,1177.0,0.0,0.0,0.0
OH075,Shema lá đôi (Xanh - 100 ml),HOP,DNAI,6.0,-25.0,0.0,3223.0,0.0,0.0,0.0
OH075,Shema lá đôi (Xanh - 100 ml),HOP,DNANG,5.0,-5.0,0.0,1187.0,0.0,0.0,0.0
OH075,Shema lá đôi (Xanh - 100 ml),HOP,HCM,6.0,-568.0,0.0,2961.0,0.0,0.0,0.0
OH075,Shema lá đôi (Xanh - 100 ml),HOP,HN,1.0,-8.0,0.0,226.0,0.0,0.0,0.0
OH075,Shema lá đôi (Xanh - 100 ml),HOP,KH,5.0,-6.0,0.0,896.0,0.0,0.0,0.0
OH075,Shema lá đôi (Xanh - 100 ml),HOP,NA,2.0,0.0,0.0,284.0,0.0,0.0,0.0
OH076,Shema baby spray,HOP,CT,7.0,0.0,0.0,360.0,0.0,0.0,0.0
OH076,Shema baby spray,HOP,DNAI,6.0,0.0,400.0,8.0,0.0,0.0,0.0
OH076,Shema baby spray,HOP,DNANG,5.0,0.0,0.0,436.0,0.0,0.0,0.0
OH076,Shema baby spray,HOP,HCM,6.0,-5.0,0.0,587.0,0.0,0.0,0.0
OH076,Shema baby spray,HOP,HN,1.0,0.0,0.0,129.0,0.0,0.0,0.0
OH076,Shema baby spray,HOP,KH,5.0,0.0,0.0,341.0,0.0,0.0,0.0
OH076,Shema baby spray,HOP,NA,2.0,0.0,0.0,98.0,0.0,0.0,0.0
OH077,Shema lá đôi 200 ml (hồng),HOP,CT,7.0,-61.0,960.0,62.0,0.0,0.0,0.0
OH077,Shema lá đôi 200 ml (hồng),HOP,DNAI,6.0,-83.0,0.0,1934.0,0.0,0.0,0.0
OH077,Shema lá đôi 200 ml (hồng),HOP,DNANG,5.0,-30.0,0.0,831.0,0.0,0.0,0.0
OH077,Shema lá đôi 200 ml (hồng),HOP,HCM,6.0,-659.0,0.0,4218.0,0.0,0.0,0.0
OH077,Shema lá đôi 200 ml (hồng),HOP,HN,1.0,-20.0,0.0,231.0,0.0,0.0,0.0
OH077,Shema lá đôi 200 ml (hồng),HOP,KH,5.0,-31.0,240.0,265.0,0.0,0.0,0.0
OH077,Shema lá đôi 200 ml (hồng),HOP,NA,2.0,0.0,0.0,278.0,0.0,0.0,0.0
OH078,Shema lá đôi 200 ml (xanh),HOP,CT,7.0,-30.0,960.0,93.0,0.0,0.0,0.0
OH078,Shema lá đôi 200 ml (xanh),HOP,DNAI,6.0,-52.0,0.0,2035.0,240.0,0.0,0.0
OH078,Shema lá đôi 200 ml (xanh),HOP,DNANG,5.0,-5.0,240.0,608.0,0.0,0.0,0.0
OH078,Shema lá đôi 200 ml (xanh),HOP,HCM,6.0,-1157.0,0.0,4887.0,0.0,0.0,0.0
OH078,Shema lá đôi 200 ml (xanh),HOP,HN,1.0,-18.0,0.0,209.0,0.0,0.0,0.0
OH078,Shema lá đôi 200 ml (xanh),HOP,KH,5.0,-16.0,240.0,212.0,0.0,0.0,0.0
OH078,Shema lá đôi 200 ml (xanh),HOP,NA,2.0,0.0,0.0,145.0,0.0,0.0,0.0
OH079,Metison,HOP,CT,7.0,-17.0,0.0,1534.0,0.0,0.0,0.0
OH079,Metison,HOP,DNAI,6.0,0.0,0.0,1364.0,0.0,0.0,0.0
OH079,Metison,HOP,DNANG,5.0,-34.0,0.0,1737.0,0.0,0.0,0.0
OH079,Metison,HOP,HCM,6.0,-34.0,0.0,2592.0,0.0,0.0,0.0
OH079,Metison,HOP,HN,1.0,0.0,0.0,820.0,0.0,0.0,0.0
OH079,Metison,HOP,KH,5.0,-34.0,0.0,403.0,0.0,0.0,0.0
OH079,Metison,HOP,NA,2.0,0.0,0.0,151.0,0.0,0.0,0.0
OH080,Shema Topi,HOP,CT,7.0,0.0,100.0,20.0,0.0,0.0,0.0
OH080,Shema Topi,HOP,DNAI,6.0,0.0,0.0,813.0,0.0,0.0,0.0
OH080,Shema Topi,HOP,DNANG,5.0,0.0,0.0,743.0,0.0,0.0,0.0
OH080,Shema Topi,HOP,HCM,6.0,0.0,0.0,471.0,0.0,0.0,0.0
OH080,Shema Topi,HOP,HN,1.0,0.0,0.0,220.0,0.0,0.0,0.0
OH080,Shema Topi,HOP,KH,5.0,0.0,0.0,314.0,0.0,0.0,0.0
OH080,Shema Topi,HOP,NA,2.0,0.0,0.0,105.0,0.0,0.0,0.0
OH081,Alpha-Ktal,HOP,CT,7.0,0.0,0.0,555.0,0.0,0.0,0.0
OH081,Alpha-Ktal,HOP,DNAI,6.0,0.0,0.0,36.0,0.0,0.0,0.0
OH081,Alpha-Ktal,HOP,DNANG,5.0,-17.0,97.0,342.0,0.0,0.0,0.0
OH081,Alpha-Ktal,HOP,HCM,6.0,-11.0,200.0,1465.0,0.0,0.0,0.0
OH081,Alpha-Ktal,HOP,HN,1.0,-62.0,100.0,605.0,0.0,0.0,0.0
OH081,Alpha-Ktal,HOP,KH,5.0,0.0,0.0,57.0,0.0,0.0,0.0
OH081,Alpha-Ktal,HOP,NA,2.0,0.0,0.0,0.0,0.0,0.0,0.0
OH082,Medoral KC 125,HOP,CT,7.0,-11.0,0.0,15.0,0.0,0.0,0.0
OH082,Medoral KC 125,HOP,DNAI,6.0,0.0,0.0,4.0,0.0,0.0,0.0
OH082,Medoral KC 125,HOP,DNANG,5.0,0.0,0.0,5.0,0.0,0.0,0.0
OH082,Medoral KC 125,HOP,HCM,6.0,0.0,0.0,8.0,0.0,0.0,0.0
OH082,Medoral KC 125,HOP,HN,1.0,0.0,0.0,42.0,0.0,0.0,0.0
OH082,Medoral KC 125,HOP,NA,2.0,0.0,0.0,4.0,0.0,0.0,0.0
OH083,Osla Online 12 ml,HOP,CT,7.0,0.0,0.0,600.0,0.0,0.0,0.0
OH083,Osla Online 12 ml,HOP,DNAI,6.0,0.0,0.0,600.0,0.0,0.0,0.0
OH083,Osla Online 12 ml,HOP,DNANG,5.0,0.0,0.0,300.0,0.0,0.0,0.0
OH083,Osla Online 12 ml,HOP,HCM,6.0,0.0,0.0,1480.0,0.0,0.0,0.0
OH083,Osla Online 12 ml,HOP,HN,1.0,0.0,0.0,963.0,0.0,0.0,0.0
OH083,Osla Online 12 ml,HOP,KH,5.0,0.0,0.0,300.0,0.0,0.0,0.0
OH083,Osla Online 12 ml,HOP,NA,2.0,0.0,0.0,600.0,0.0,0.0,0.0
POSM0121,Túi giấy đựng quà (nhỏ),CAI,DNAI,6.0,0.0,0.0,24.0,0.0,0.0,0.0
POSM0121,Túi giấy đựng quà (nhỏ),CAI,DNANG,5.0,0.0,0.0,229.0,0.0,0.0,0.0
POSM0121,Túi giấy đựng quà (nhỏ),CAI,HN,1.0,0.0,0.0,66.0,0.0,0.0,0.0
POSM0121,Túi giấy đựng quà (nhỏ),CAI,KH,5.0,0.0,0.0,138.0,0.0,0.0,0.0
